"word","cdv.txt","cdv.txt.zip","groen.txt","groen.txt.zip","nva.txt","nva.txt.zip","openvld.txt","openvld.txt.zip","pvda.txt","pvda.txt.zip","spa.txt","spa.txt.zip","vlaamsbelang.txt","vlaamsbelang.txt.zip"
"praten",1,0,1,0,0,0,0,0,1,0,2,0,0,0
"precair",1,0,2,0,0,0,1,0,1,0,0,0,0,0
"presteert",1,0,2,0,0,0,1,0,0,0,1,0,0,0
"primeren",1,0,0,0,1,0,0,0,1,0,2,0,0,0
"prominente",1,0,2,0,1,0,0,0,0,0,1,0,0,0
"routes",0,0,1,0,1,0,1,0,2,0,0,0,0,0
"schaalvoordelen",0,0,0,0,1,0,1,0,1,0,2,0,0,0
"schakels",2,0,1,0,0,0,1,0,0,0,1,0,0,0
"sleutels",2,0,1,0,1,0,1,0,0,0,0,0,0,0
"smet",0,0,1,0,0,0,0,0,1,0,1,0,2,0
"soortgelijke",0,0,1,0,1,0,0,0,1,0,2,0,0,0
"specialist",0,0,1,0,0,0,0,0,2,0,1,0,1,0
"spitsstroken",1,0,1,0,0,0,1,0,0,0,2,0,0,0
"sterven",0,0,1,0,1,0,0,0,1,0,2,0,0,0
"streefdoel",0,0,1,0,2,0,1,0,0,0,1,0,0,0
"taart",0,0,1,0,1,0,0,0,0,0,1,0,2,0
"talloze",0,0,2,0,0,0,1,0,0,0,1,0,1,0
"tegendeel",0,0,2,0,0,0,0,0,1,0,1,0,1,0
"teneinde",0,0,0,0,0,0,2,0,1,0,1,0,1,0
"vakanties",0,0,1,0,2,0,0,0,1,0,1,0,0,0
"vakmanschap",1,0,0,0,1,0,0,0,1,0,2,0,0,0
"vergrijzende",2,0,1,0,0,0,0,0,0,0,1,0,1,0
"verkokering",0,0,2,0,1,0,1,0,0,0,1,0,0,0
"verkregen",1,0,1,0,0,0,1,0,0,0,0,0,2,0
"verlaat",0,0,1,0,1,0,1,0,0,0,2,0,0,0
"verscherpen",1,0,1,0,1,0,0,0,0,0,2,0,0,0
"vertellen",0,0,2,0,1,0,0,0,1,0,1,0,0,0
"verzekerde",0,0,2,0,1,0,0,0,0,0,1,0,1,0
"verzoenen",1,0,1,0,0,0,0,0,2,0,1,0,0,0
"vlotter",2,0,1,0,0,0,1,0,0,0,1,0,0,0
"voordien",2,0,1,0,1,0,0,0,0,0,1,0,0,0
"voorgelegd",0,0,1,0,0,0,0,0,1,0,2,0,1,0
"vooropstellen",0,0,2,0,0,0,0,0,1,0,1,0,1,0
"vrijgekomen",0,0,1,0,0,0,1,0,1,0,2,0,0,0
"ware",1,0,1,0,0,0,0,0,2,0,1,0,0,0
"werkelijkheid",0,0,0,0,1,0,0,0,2,0,1,0,1,0
"werkingsmiddelen",2,0,0,0,1,0,0,0,1,0,0,0,1,0
"werklast",1,0,0,0,2,0,1,0,1,0,0,0,0,0
"wijzigende",1,0,2,0,1,0,0,0,0,0,1,0,0,0
"zelfvertrouwen",0,0,1,0,1,0,0,0,1,0,2,0,0,0
"<ad>vrouwen",1,0,0,0,0,0,0,0,2,0,1,0,0,0
"aanboren",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"aangevraagd",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"aangiftes",1,0,0,0,0,0,0,0,0,0,2,0,1,0
"aangroeien",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"aannemers",0,0,0,0,1,0,0,0,1,0,2,0,0,0
"aansturing",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"aanvaard",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"aanvaardt",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"actieplannen",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"activerend",1,0,0,0,2,0,1,0,0,0,0,0,0,0
"administratiekosten",0,0,0,0,2,0,0,0,1,0,1,0,0,0
"afgestapt",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"afhandeling",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"afspraak",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"afvalstoffen",2,0,1,0,1,0,0,0,0,0,0,0,0,0
"afwegingen",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"allerminst",0,0,0,0,1,0,0,0,0,0,1,0,2,0
"ambtenarenstatuut",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"analyseren",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"antennes",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"arbeidsmigratiebeleid",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"archief",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"automobilisten",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"bacteriën",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"bankier",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"based",2,0,1,0,1,0,0,0,0,0,0,0,0,0
"basisonderzoek",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"basisscholen",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"bate",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"bebouwing",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"bedrijfsstages",0,0,0,0,0,0,1,0,2,0,1,0,0,0
"bedrijfsvoering",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"begonnen",2,0,0,0,0,0,0,0,1,0,1,0,0,0
"bekendheid",1,0,0,0,1,0,0,0,0,0,2,0,0,0
"belandt",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"belangengroepen",0,0,1,0,0,0,2,0,1,0,0,0,0,0
"beleidsvisie",1,0,0,0,1,0,0,0,0,0,2,0,0,0
"belemmering",1,0,0,0,0,0,2,0,0,0,1,0,0,0
"beperkter",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"berekent",1,0,1,0,0,0,0,0,2,0,0,0,0,0
"beroepsopleidingen",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"berust",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"bestel",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"bestond",0,0,0,0,1,0,0,0,0,0,1,0,2,0
"bevoegdheidsdomeinen",1,0,1,0,2,0,0,0,0,0,0,0,0,0
"bevriezen",1,0,2,0,0,0,0,0,1,0,0,0,0,0
"bewaring",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"bewustwording",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"bezitten",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"bezoek",1,0,0,0,0,0,0,0,1,0,2,0,0,0
"bezoeken",0,0,1,0,0,0,2,0,0,0,1,0,0,0
"bezorgdheid",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"bijeen",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"bijen",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"bijhouden",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"binden",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"bindmiddel",1,0,0,0,2,0,1,0,0,0,0,0,0,0
"boekhoudkundige",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"brandweerhervorming",0,0,2,0,1,0,1,0,0,0,0,0,0,0
"breedste",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"bureaucratie",0,0,0,0,0,0,0,0,1,0,1,0,2,0
"buurtgebonden",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"café",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"chauffeurs",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"cheque",0,0,0,0,0,0,0,0,1,0,2,0,1,0
"compensaties",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"competitie",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"conventionele",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"crimineel",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"cultuuruitingen",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"daadkrachtig",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"daadkrachtige",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"databanken",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"deelstaatregeringen",2,0,0,0,1,0,0,0,0,0,1,0,0,0
"deense",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"degene",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"diagnose",2,0,1,0,0,0,0,0,0,0,1,0,0,0
"dichtbevolkt",1,0,0,0,0,0,0,0,0,0,2,0,1,0
"doelgerichter",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"doorzetten",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"doorzichtiger",0,0,1,0,0,0,0,0,0,0,2,0,1,0
"dramatisch",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"drukke",0,0,0,0,2,0,0,0,0,0,1,0,1,0
"duiding",0,0,2,0,0,0,0,0,0,0,1,0,1,0
"dupe",0,0,1,0,2,0,0,0,0,0,0,0,1,0
"ecodesign",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"eer",1,0,1,0,0,0,0,0,2,0,0,0,0,0
"eerstelijnsbijstand",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"ehealth",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"einddoel",0,0,2,0,0,0,0,0,0,0,1,0,1,0
"eindig",0,0,0,0,1,0,2,0,0,0,0,0,1,0
"elektriciteitsfactuur",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"elektriciteitsnet",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"elektriciteitsprijs",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"energiebesparingen",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"enigszins",0,0,1,0,2,0,0,0,0,0,0,0,1,0
"erkenningsnormen",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"ernst",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"evidence",2,0,1,0,1,0,0,0,0,0,0,0,0,0
"evidentie",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"experimentele",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"familieleden",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"februari",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"feitelijke",0,0,1,0,0,0,0,0,0,0,1,0,2,0
"fileleed",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"financieringsbron",0,0,0,0,0,0,1,0,0,0,2,0,1,0
"financiers",2,0,0,0,0,0,0,0,1,0,1,0,0,0
"fit",0,0,1,0,2,0,1,0,0,0,0,0,0,0
"flinke",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"fukushima",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"fundament",2,0,0,0,1,0,1,0,0,0,0,0,0,0
"geïnd",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"geïnterpelleerd",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"gebarentaal",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"gebukt",0,0,0,0,0,0,0,0,1,0,2,0,1,0
"gedefinieerd",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"gefaseerde",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"geharmoniseerd",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"gekeken",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"gelegenheidsarbeid",2,0,0,0,1,0,1,0,0,0,0,0,0,0
"gelukt",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"gemeenschapsonderwijs",0,0,0,0,1,0,0,0,2,0,1,0,0,0
"genoten",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"georiënteerd",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"geregelde",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"gereserveerd",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"geschat",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"gestopt",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"getoond",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"getuige",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"gewoonweg",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"gezondheidsindex",0,0,1,0,0,0,1,0,2,0,0,0,0,0
"gezondheidssector",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"gretig",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"groeiend",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"grootschalig",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"gros",0,0,1,0,0,0,0,0,2,0,0,0,1,0
"heet",1,0,1,0,0,0,0,0,2,0,0,0,0,0
"hemelwater",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"herdenking",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"herinvesteren",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"hevelen",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"honderdduizenden",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"honger",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"hoofdkwartieren",0,0,0,0,2,0,1,0,1,0,0,0,0,0
"hoopvolle",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"hopeloos",0,0,0,0,2,0,0,0,0,0,1,0,1,0
"hospitalisatieverzekeringen",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"immersieonderwijs",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"impasse",0,0,1,0,0,0,0,0,0,0,2,0,1,0
"inactiviteit",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"infrastructuurwerken",2,0,1,0,0,0,0,0,0,0,1,0,0,0
"ingeperkt",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"ingeplant",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"ingrijpend",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"initiatiefrecht",0,0,1,0,2,0,0,0,1,0,0,0,0,0
"inmiddels",0,0,2,0,1,0,1,0,0,0,0,0,0,0
"inschrijvingsgeld",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"inspannen",0,0,1,0,0,0,2,0,0,0,1,0,0,0
"instromen",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"integreert",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"intens",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"intersectoraal",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"interventie",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"invalshoeken",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"investeerder",2,0,1,0,0,0,0,0,1,0,0,0,0,0
"investerings",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"jeugdhulpverlening",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"jeugdlokalen",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"juni",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"justitiële",1,0,0,0,1,0,0,0,0,0,2,0,0,0
"kansarm",0,0,0,0,0,0,1,0,1,0,2,0,0,0
"kapitaalkrachtige",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"ketting",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"klemtoon",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"kleuren",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"kloppen",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"knelpuntvacatures",0,0,1,0,1,0,2,0,0,0,0,0,0,0
"knopen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"koninklijk",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"kopenhagen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"kostenefficiëntie",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"landbouwgebied",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"leeftijdsonafhankelijk",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"legale",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"lerarenkorps",0,0,1,0,0,0,0,0,0,0,1,0,2,0
"lesmateriaal",0,0,0,0,0,0,2,0,0,0,1,0,1,0
"level",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"levenseinde",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"leverde",1,0,0,0,0,0,0,0,2,0,1,0,0,0
"lichten",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"lijken",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"lineair",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"literatuur",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"lobby",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"longen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"loopbaanonderbreking",0,0,0,0,1,0,0,0,2,0,1,0,0,0
"machine",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"machteloos",0,0,0,0,1,0,0,0,2,0,1,0,0,0
"marges",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"medewerking",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"meerjarenplan",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"meertalige",0,0,2,0,0,0,1,0,0,0,0,0,1,0
"minderheid",0,0,0,0,0,0,1,0,2,0,1,0,0,0
"ministeriële",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"miserie",0,0,0,0,0,0,1,0,1,0,2,0,0,0
"missing",0,0,2,0,0,0,1,0,0,0,0,0,1,0
"motieven",0,0,1,0,2,0,0,0,1,0,0,0,0,0
"motiveert",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"muur",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"muyters",0,0,1,0,2,0,0,0,0,0,0,0,1,0
"nachtopvang",0,0,0,0,1,0,0,0,0,0,2,0,1,0
"nagenoeg",0,0,0,0,0,0,1,0,0,0,2,0,1,0
"natuurwaarden",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"nederlandstaligen",1,0,0,0,0,0,0,0,2,0,0,0,1,0
"neen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"netvergoeding",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"niches",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"nietgericht",1,0,0,0,0,0,1,0,0,0,2,0,0,0
"nietwesterse",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"nodeloos",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"nonprofitorganisaties",0,0,0,0,2,0,0,0,1,0,1,0,0,0
"noordzuidverbinding",2,0,0,0,0,0,0,0,1,0,0,0,1,0
"omgooien",0,0,0,0,2,0,1,0,1,0,0,0,0,0
"omschreven",1,0,2,0,0,0,1,0,0,0,0,0,0,0
"omzeilen",0,0,2,0,0,0,0,0,0,0,1,0,1,0
"onafhankelijker",0,0,1,0,0,0,2,0,0,0,0,0,1,0
"onderaannemers",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"onderbezetting",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"onderdanen",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"ondergebracht",0,0,1,0,0,0,2,0,0,0,1,0,0,0
"onderkant",0,0,1,0,0,0,1,0,2,0,0,0,0,0
"onderwijspartners",1,0,0,0,1,0,0,0,0,0,2,0,0,0
"onderzoeksinstellingen",1,0,0,0,0,0,1,0,0,0,2,0,0,0
"ondoorzichtig",0,0,1,0,0,0,0,0,0,0,2,0,1,0
"ongekende",0,0,1,0,2,0,0,0,1,0,0,0,0,0
"onomwonden",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"ontegensprekelijk",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"ontlenen",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"ontlopen",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"ontnemen",0,0,1,0,0,0,0,0,0,0,2,0,1,0
"ontworpen",0,0,2,0,0,0,0,0,0,0,1,0,1,0
"ontwricht",0,0,0,0,1,0,0,0,1,0,2,0,0,0
"onveilig",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"opgeven",1,0,0,0,0,0,0,0,2,0,1,0,0,0
"opleidingsbeleid",1,0,1,0,2,0,0,0,0,0,0,0,0,0
"opmerkingen",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"opportuun",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"opvoeren",2,0,1,0,0,0,0,0,1,0,0,0,0,0
"opwaartse",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"organisatorisch",0,0,0,0,2,0,1,0,1,0,0,0,0,0
"overblijvende",1,0,0,0,0,0,0,0,2,0,1,0,0,0
"overgaan",0,0,2,0,1,0,0,0,1,0,0,0,0,0
"overheidsaanbestedingen",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"overheidsbeleid",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"overheidsdienst",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"overlappingen",2,0,0,0,1,0,0,0,0,0,1,0,0,0
"overname",2,0,1,0,0,0,0,0,0,0,1,0,0,0
"overwegingen",0,0,1,0,2,0,0,0,1,0,0,0,0,0
"overzichtelijk",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"pan",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"papier",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"parking",0,0,1,0,0,0,1,0,0,0,2,0,0,0
"patiëntenverenigingen",0,0,1,0,0,0,2,0,0,0,1,0,0,0
"pech",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"perk",0,0,0,0,2,0,0,0,0,0,1,0,1,0
"plattelandsfonds",0,0,1,0,2,0,1,0,0,0,0,0,0,0
"pleegkinderen",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"politisering",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"populariteit",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"pps",1,0,2,0,0,0,0,0,1,0,0,0,0,0
"prenatale",0,0,1,0,0,0,0,0,2,0,1,0,0,0
"prestatiegerichte",0,0,2,0,1,0,1,0,0,0,0,0,0,0
"productiever",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"professionelen",2,0,0,0,1,0,0,0,0,0,1,0,0,0
"profielen",0,0,0,0,1,0,0,0,1,0,2,0,0,0
"profileren",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"projectmatige",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"prominent",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"prooi",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"psychologen",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"publiekprivate",1,0,1,0,0,0,0,0,2,0,0,0,0,0
"rang",0,0,0,0,1,0,0,0,1,0,2,0,0,0
"rechtsbijstand",0,0,0,0,0,0,1,0,2,0,1,0,0,0
"rechtsonzekerheid",0,0,2,0,0,0,1,0,0,0,0,0,1,0
"rechtszaken",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"recycleren",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"regeldrift",0,0,1,0,0,0,2,0,0,0,0,0,1,0
"regelgevende",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"regeringspartijen",0,0,0,0,1,0,0,0,2,0,0,0,1,0
"resultaatgerichte",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"resultaatsgerichte",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"roemenië",0,0,0,0,0,0,0,0,2,0,1,0,1,0
"roept",0,0,2,0,0,0,0,0,1,0,0,0,1,0
"rugzakje",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"schaalgrootte",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"schande",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"scherper",1,0,0,0,2,0,0,0,0,0,1,0,0,0
"schonere",0,0,2,0,0,0,1,0,0,0,1,0,0,0
"schuldgraad",2,0,0,0,0,0,0,0,1,0,1,0,0,0
"significant",1,0,2,0,0,0,0,0,1,0,0,0,0,0
"slaagkansen",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"slanken",0,0,1,0,1,0,2,0,0,0,0,0,0,0
"slechthorenden",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"snoeien",0,0,2,0,1,0,0,0,0,0,0,0,1,0
"soevereine",0,0,1,0,0,0,0,0,1,0,0,0,2,0
"spaarrichtlijn",1,0,1,0,0,0,0,0,0,0,2,0,0,0
"spectrum",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"startkansen",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"stichten",0,0,0,0,1,0,2,0,1,0,0,0,0,0
"stiefmoederlijk",0,0,2,0,0,0,0,0,0,0,1,0,1,0
"stilgevallen",0,0,1,0,2,0,0,0,0,0,0,0,1,0
"strafblad",0,0,1,0,0,0,0,0,2,0,0,0,1,0
"straffe",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"struikelblok",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"stuiten",1,0,0,0,0,0,1,0,0,0,2,0,0,0
"synergie",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"taallessen",0,0,0,0,1,0,0,0,2,0,0,0,1,0
"talenkennis",0,0,0,0,2,0,1,0,0,0,0,0,1,0
"tarievenbeleid",2,0,1,0,0,0,0,0,0,0,1,0,0,0
"tastbaar",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"tegenhouden",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"tegenprestatie",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"tekst",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"tentoonstellingen",0,0,0,0,1,0,1,0,0,0,2,0,0,0
"thuistaal",1,0,2,0,1,0,0,0,0,0,0,0,0,0
"toekent",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"toelagen",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"toeleveranciers",1,0,2,0,0,0,0,0,0,0,1,0,0,0
"toepassingsgebied",2,0,1,0,1,0,0,0,0,0,0,0,0,0
"toeristen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"toewijzing",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"toilet",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"transseksualiteit",0,0,1,0,1,0,0,0,0,0,2,0,0,0
"transversaal",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"transversale",1,0,1,0,2,0,0,0,0,0,0,0,0,0
"trappen",2,0,0,0,1,0,0,0,0,0,1,0,0,0
"turkse",0,0,1,0,0,0,0,0,2,0,0,0,1,0
"type",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"uitgeput",1,0,1,0,2,0,0,0,0,0,0,0,0,0
"uitgroeien",0,0,1,0,2,0,0,0,0,0,1,0,0,0
"uitkeren",0,0,1,0,1,0,0,0,2,0,0,0,0,0
"uitoefent",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"uitspraken",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"uitstekende",0,0,1,0,0,0,0,0,1,0,2,0,0,0
"uitstootnormen",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"uitvoert",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"val",0,0,2,0,0,0,0,0,1,0,1,0,0,0
"valse",0,0,0,0,0,0,0,0,2,0,1,0,1,0
"vanzelfsprekendheid",0,0,0,0,1,0,0,0,1,0,2,0,0,0
"veeleer",1,0,0,0,2,0,0,0,0,0,1,0,0,0
"veralgemeende",0,0,2,0,1,0,0,0,0,0,1,0,0,0
"verbeteringen",0,0,2,0,0,0,1,0,1,0,0,0,0,0
"verblijfsvergunningen",0,0,0,0,1,0,0,0,1,0,0,0,2,0
