"word","cdv.txt","groen.txt","nva.txt","openvld.txt","pvda.txt","spa.txt","vlaamsbelang.txt"
"onzinnig",0,2,0,0,0,1,0
"oomiddelen",0,2,1,0,0,0,0
"oordeelkundige",1,0,0,0,0,1,1
"oordelen",0,1,0,0,1,1,0
"oorlogen",0,0,0,0,2,1,0
"oosteuropese",0,0,1,0,2,0,0
"opdrachtgever",0,3,0,0,0,0,0
"opdrachtgevers",0,1,0,0,0,2,0
"opduiken",0,0,0,0,2,1,0
"openstaan",0,1,0,0,0,2,0
"operator",0,0,0,0,0,3,0
"opgebruikt",1,0,1,0,1,0,0
"opgeleverd",0,2,0,0,0,0,1
"opgezadeld",0,2,0,0,0,0,1
"opgroeit",1,2,0,0,0,0,0
"ophoesten",0,0,0,0,1,2,0
"oplapwerk",0,3,0,0,0,0,0
"opleiders",2,1,0,0,0,0,0
"opleidingscheques",0,2,1,0,0,0,0
"opleidingsdagen",0,3,0,0,0,0,0
"opleidingsen",1,2,0,0,0,0,0
"opleidingsniveau",1,0,0,1,0,1,0
"opleidingsniveaus",2,0,0,0,1,0,0
"oplossingsgericht",0,2,0,0,0,1,0
"oppasvrijwilligers",0,3,0,0,0,0,0
"oproepnummer",1,2,0,0,0,0,0
"opslagtechnieken",0,0,0,0,0,3,0
"opstelt",0,1,0,1,0,1,0
"opstrijken",0,2,0,0,1,0,0
"opteert",0,0,0,0,2,1,0
"optimaler",0,0,0,0,1,1,1
"optimaliseert",1,2,0,0,0,0,0
"opvallend",2,0,0,0,0,1,0
"opvangcapaciteit",1,0,0,0,0,0,2
"opvangmogelijkheden",1,1,1,0,0,0,0
"opvangplaats",2,0,0,0,0,1,0
"opvangtraject",0,3,0,0,0,0,0
"opvolgt",1,2,0,0,0,0,0
"ouderenmisbehandeling",0,3,0,0,0,0,0
"overbelasting",0,1,0,0,1,0,1
"overbevissing",0,1,1,1,0,0,0
"overdag",0,2,0,0,0,1,0
"overdraagbaarheid",0,3,0,0,0,0,0
"overdraagbare",0,2,0,0,0,1,0
"overdragen",0,1,0,0,0,1,1
"overeengekomen",1,0,0,0,0,2,0
"overgangsenergie",0,3,0,0,0,0,0
"overgangsmaatregel",0,3,0,0,0,0,0
"overgenomen",0,0,0,1,2,0,0
"overheids",0,2,0,0,1,0,0
"overheidsinitiatieven",0,0,0,0,0,3,0
"overheidsoptreden",1,1,0,0,0,1,0
"overheidsorganisaties",2,0,0,1,0,0,0
"overheidssector",0,1,0,0,2,0,0
"overheidssubsidies",0,2,1,0,0,0,0
"overheidstaak",0,3,0,0,0,0,0
"overlastgedrag",0,0,0,0,0,2,1
"overleving",0,3,0,0,0,0,0
"overschakeling",0,1,0,0,1,1,0
"overschrijding",0,0,1,0,0,2,0
"overslagmogelijkheden",3,0,0,0,0,0,0
"overslagpunten",0,1,1,0,0,1,0
"overstromingsgevoelig",0,0,0,0,0,3,0
"overstromingsgevoelige",0,2,0,0,0,1,0
"overtallige",0,2,1,0,0,0,0
"overtreding",1,0,1,0,0,0,1
"overtuigingen",0,3,0,0,0,0,0
"oververtegenwoordigd",0,0,1,0,2,0,0
"overvolle",0,2,0,0,1,0,0
"overwegend",0,1,0,0,1,0,1
"ozon",1,0,1,0,1,0,0
"paarden",1,1,1,0,0,0,0
"pakt",1,0,0,0,0,2,0
"pakweg",0,3,0,0,0,0,0
"papas",0,1,0,1,0,1,0
"paraatheid",2,0,0,1,0,0,0
"parachute",0,3,0,0,0,0,0
"paradigma",3,0,0,0,0,0,0
"paradijs",0,1,0,0,2,0,0
"paritaire",0,0,0,0,1,2,0
"parkeerbeleid",1,0,0,0,0,2,0
"parkeergelegenheid",2,0,0,0,0,1,0
"parkeerplaatsen",0,3,0,0,0,0,0
"parkeren",0,1,0,0,2,0,0
"participatiebeleid",0,0,0,0,0,3,0
"particulier",0,2,0,0,1,0,0
"partijstelling",0,3,0,0,0,0,0
"paspoort",0,0,2,0,0,1,0
"passiefnorm",0,3,0,0,0,0,0
"pay",0,1,2,0,0,0,0
"pendelaar",0,2,0,1,0,0,0
"pendelaars",0,1,1,0,0,0,1
"pensioenbeleid",0,0,0,0,3,0,0
"pensioenberekening",2,0,1,0,0,0,0
"pensioengeld",0,0,0,0,3,0,0
"pensioengerechtigde",0,3,0,0,0,0,0
"pensioenstelsels",0,0,2,1,0,0,0
"perceptie",0,0,1,0,1,1,0
"personeelskader",1,0,0,0,0,2,0
"personeelslid",3,0,0,0,0,0,0
"personeelsstatuut",1,0,1,1,0,0,0
"persoonsgebondenbudget",0,3,0,0,0,0,0
"persoonsgegevens",1,2,0,0,0,0,0
"perverse",0,1,1,0,0,1,0
"pestbeleid",0,0,1,0,0,2,0
"peter",0,0,0,0,3,0,0
"peuters",0,1,0,0,1,1,0
"pgb",0,2,0,0,0,0,1
"pijnlijke",1,1,0,0,1,0,0
"pijnstillers",0,1,0,0,2,0,0
"pijpleidingen",0,1,1,0,0,1,0
"pillen",0,1,0,0,2,0,0
"pisaonderzoek",0,0,1,0,2,0,0
"plaatje",0,1,0,0,2,0,0
"plafonnering",0,0,0,0,0,3,0
"plattelandsgemeenten",1,1,0,1,0,0,0
"playing",0,1,1,0,0,1,0
"pleeggezinnen",1,1,0,0,0,1,0
"plegers",0,3,0,0,0,0,0
"pleidooi",0,3,0,0,0,0,0
"plukken",1,0,0,0,1,1,0
"pluriform",2,0,0,0,0,1,0
"poetsen",0,2,0,1,0,0,0
"poetsvrouw",0,0,0,0,3,0,0
"polarisering",0,3,0,0,0,0,0
"politieambtenaren",1,0,2,0,0,0,0
"politieparket",0,3,0,0,0,0,0
"politierechtbank",0,2,0,0,1,0,0
"politiescholen",2,0,1,0,0,0,0
"politiewerking",0,1,0,1,0,1,0
"pompen",0,0,0,1,1,1,0
"poorten",2,0,1,0,0,0,0
"positioneren",1,1,1,0,0,0,0
"praktijktest",1,0,0,0,2,0,0
"prangende",0,3,0,0,0,0,0
"prestatiegericht",0,0,1,0,1,0,1
"preventieadviseur",0,3,0,0,0,0,0
"prijsdalingen",0,0,0,0,0,3,0
"prijskaartje",0,0,1,0,2,0,0
"prijszettingsblok",0,3,0,0,0,0,0
"prille",0,1,0,0,0,2,0
"primaten",1,1,0,0,0,1,0
"privéondernemingen",0,0,0,0,3,0,0
"privatiseren",0,0,0,0,3,0,0
"privatiseringen",0,0,0,0,3,0,0
"probatie",0,2,0,1,0,0,0
"procedurele",1,2,0,0,0,0,0
"procentpunten",0,0,1,0,2,0,0
"procentuele",2,1,0,0,0,0,0
"producentconsument",0,3,0,0,0,0,0
"productbeleid",1,2,0,0,0,0,0
"productieketen",0,2,0,0,0,1,0
"productiekosten",0,0,0,1,0,2,0
"productiewijze",0,2,0,0,0,1,0
"profclubs",3,0,0,0,0,0,0
"professionaliseringstrajecten",3,0,0,0,0,0,0
"programmering",1,2,0,0,0,0,0
"projectsubsidie",0,3,0,0,0,0,0
"promotoren",0,1,0,0,0,2,0
"proportioneel",0,0,0,1,2,0,0
"protocollaire",0,1,1,0,1,0,0
"prudentiële",0,0,0,0,0,3,0
"psychofarmaca",0,0,0,0,0,3,0
"psychologisch",1,2,0,0,0,0,0
"puur",0,1,0,0,1,1,0
"puzzel",0,0,3,0,0,0,0
"pvinstallaties",0,3,0,0,0,0,0
"raadgevend",0,1,0,0,1,0,1
"raakte",0,2,0,0,1,0,0
"raamwerk",0,1,0,0,0,2,0
"racismebestrijding",0,2,0,0,1,0,0
"radios",0,0,0,0,0,2,1
"raming",0,2,1,0,0,0,0
"rampzalig",0,0,0,0,3,0,0
"randgemeenten",0,0,1,0,0,0,2
"rap",0,0,0,0,0,3,0
"ras",0,1,1,1,0,0,0
"ratio",0,0,0,0,3,0,0
"ravotten",0,2,0,0,0,1,0
"reactivering",0,0,1,0,0,0,2
"reageert",0,2,0,0,0,1,0
"real",1,0,0,0,0,2,0
"recherchediensten",0,0,0,0,0,0,3
"rechtsgang",3,0,0,0,0,0,0
"rechtsmacht",0,2,0,0,0,1,0
"rechtspersoon",0,3,0,0,0,0,0
"rechtswaarborgmodel",0,3,0,0,0,0,0
"rechtszoekende",2,0,1,0,0,0,0
"reconversie",0,2,0,0,0,0,1
"record",1,0,2,0,0,0,0
"recupereren",0,0,1,0,0,1,1
"redeneren",0,2,0,0,1,0,0
"referenda",0,3,0,0,0,0,0
"referentiekader",1,2,0,0,0,0,0
"referentieloon",0,3,0,0,0,0,0
"regeerakkoord",2,1,0,0,0,0,0
"regeringsbeleid",0,1,1,0,1,0,0
"regeringsmaatregelen",0,0,0,0,3,0,0
"regierol",0,2,0,0,0,1,0
"regisseursrol",0,1,2,0,0,0,0
"reglementair",2,1,0,0,0,0,0
"regularisaties",0,0,2,0,0,0,1
"regularisering",1,2,0,0,0,0,0
"regulation",0,3,0,0,0,0,0
"regulatoren",0,0,1,0,0,2,0
"regulitis",0,1,0,0,0,2,0
"rehn",0,0,0,0,0,3,0
"reikt",0,1,0,0,0,2,0
"reisplanner",0,3,0,0,0,0,0
"rekenschap",0,2,0,0,0,1,0
"rekruteren",0,0,0,0,1,2,0
"relationele",0,1,0,0,0,2,0
"remedi<c3><ab>ring",3,0,0,0,0,0,0
"remt",0,2,1,0,0,0,0
"rendeert",0,1,0,0,0,2,0
"renderen",0,1,0,0,0,2,0
"renovatiepremie",2,0,0,0,0,1,0
"renovatieprojecten",1,1,0,0,0,1,0
"rentmeesterschap",3,0,0,0,0,0,0
"repatriëringen",0,0,1,0,0,0,2
"representativiteit",2,0,0,0,1,0,0
"repressieve",0,0,0,0,1,2,0
"resistentie",0,2,0,0,0,1,0
"resoluties",0,0,1,0,0,2,0
"respectievelijke",0,2,0,0,0,1,0
"restafvalverbrandingscapaciteit",0,3,0,0,0,0,0
"resultaatsverbintenis",1,2,0,0,0,0,0
"richtingaanwijzers",0,0,0,3,0,0,0
"richtinggevend",1,2,0,0,0,0,0
"rigoureuze",0,3,0,0,0,0,0
"rijscholen",0,3,0,0,0,0,0
"rioleringsstelsel",0,1,0,0,0,2,0
"risicobeheer",1,0,0,0,0,2,0
"risicodeling",0,0,3,0,0,0,0
"risicogedrag",0,1,0,0,0,2,0
"risicoselectie",0,0,0,0,2,1,0
"ritueel",1,0,0,0,0,0,2
"rolmodellen",0,1,0,0,0,2,0
"rolstoel",0,1,0,0,0,2,0
"rommelproducten",0,0,0,0,3,0,0
"rondtrekkende",0,0,0,1,0,1,1
"route",0,1,0,1,0,1,0
"routekaart",3,0,0,0,0,0,0
"routepaden",0,3,0,0,0,0,0
"rsv",0,3,0,0,0,0,0
"rszkortingen",0,0,0,3,0,0,0
"rugzak",0,1,1,0,0,1,0
"rugzakprincipe",0,1,2,0,0,0,0
"ruhrgebied",0,2,0,0,0,0,1
"ruimtebeslag",0,3,0,0,0,0,0
"ruimten",0,2,0,0,0,1,0
"rwanda",0,2,0,0,0,1,0
"rwe",0,0,0,0,3,0,0
"sabam",0,0,0,1,0,2,0
"sahara",0,2,0,0,1,0,0
"salk<c2><b2>",3,0,0,0,0,0,0
"samengebald",0,2,0,0,1,0,0
"samengevat",0,0,0,0,3,0,0
"samenhangende",0,2,0,0,0,1,0
"samenhuizen",0,3,0,0,0,0,0
"samensmelting",1,2,0,0,0,0,0
"samenwerkende",0,0,0,0,0,3,0
"samenwerkingsfederalisme",0,0,0,2,0,1,0
"samenwerkingsprojecten",0,1,1,0,0,1,0
"samenwerkingsvormen",0,2,0,0,0,1,0
"samenwoners",0,1,0,0,1,1,0
"samenwoning",0,0,0,1,0,1,1
"samenwoont",0,3,0,0,0,0,0
"saneringsbijdrage",0,1,0,0,0,2,0
"schaadt",0,2,0,0,1,0,0
"schaart",0,3,0,0,0,0,0
"schadegevallen",0,3,0,0,0,0,0
"schadeloosstelling",0,3,0,0,0,0,0
"schaduwbankactiviteiten",0,0,0,0,0,3,0
"schalie",0,3,0,0,0,0,0
"schandalen",0,1,1,0,0,1,0
"schauvliege",1,0,0,0,2,0,0
"scheidsrechters",0,0,0,0,0,3,0
"schenden",0,2,0,0,0,1,0
"schengenzone",0,0,0,0,0,0,3
"schenkingsrechten",1,1,0,1,0,0,0
"scherpe",0,0,0,0,0,3,0
"schijnhuwelijken",0,0,0,0,0,1,2
"school<e2><80><99>",3,0,0,0,0,0,0
"schoolbelcontracten",0,1,0,1,0,1,0
"schoolbeleid",0,3,0,0,0,0,0
"schooldirecties",0,0,1,0,0,0,2
"schoolkosten",1,1,0,0,0,1,0
"schoolresultaten",0,1,0,1,1,0,0
"schools",0,2,0,1,0,0,0
"schoolteams",3,0,0,0,0,0,0
"schooltijd",0,0,1,0,0,2,0
"schoolvakanties",2,0,0,0,0,1,0
"schoolverlaten",0,1,0,0,0,2,0
"schrikbarend",0,2,0,0,1,0,0
"schuldeisers",0,0,1,0,2,0,0
"schuldfinanciering",0,1,2,0,0,0,0
"schuldoverlast",0,3,0,0,0,0,0
"sck",1,2,0,0,0,0,0
"scooters",0,2,0,0,0,1,0
"sectorspecifieke",2,1,0,0,0,0,0
"seculiere",0,0,0,1,0,2,0
"segmenten",2,0,0,0,0,1,0
"seks",0,1,0,0,1,1,0
"selectiviteit",2,0,1,0,0,0,0
"serv",1,0,1,0,1,0,0
"shift<e2><80><99>",3,0,0,0,0,0,0
"shopping",0,1,0,0,0,2,0
"shoppingcentra",0,2,0,0,0,0,1
"shortselling",0,3,0,0,0,0,0
"simpel",0,0,1,2,0,0,0
"sindsdien",0,0,0,0,2,1,0
"site",0,1,0,0,1,1,0
"slaat",0,0,0,0,1,2,0
"slank",0,0,0,1,2,0,0
"slapend",0,3,0,0,0,0,0
"slechtere",1,1,0,0,1,0,0
"slechtst",0,2,0,0,1,0,0
"sleutelwoord",0,2,0,0,0,1,0
"slimmere",0,2,0,0,0,1,0
"sloten",1,0,1,0,0,1,0
"sluikstorten",1,0,0,0,0,2,0
"sluipend",0,2,0,0,0,1,0
"sluizen",0,1,0,0,2,0,0
"smaak",0,0,1,0,1,1,0
"smokkel",0,1,0,1,0,1,0
"sms",0,0,1,0,1,1,0
"snakken",0,2,1,0,0,0,0
"snelheidscontroles",0,2,0,0,0,1,0
"snelrecht",0,0,1,0,0,1,1
"sociaalartistiek",0,3,0,0,0,0,0
"sociaalcontextueel",3,0,0,0,0,0,0
"sociaaldemocraten",0,0,0,0,1,2,0
"sociaalprofessionele",0,0,0,0,0,3,0
"socialer",0,1,0,0,0,2,0
"socialezekerheidsbijdragen",0,0,2,0,1,0,0
"socialisten",0,0,0,0,1,2,0
"socialistische",0,0,0,0,1,2,0
"socioeconomisch",0,1,0,0,1,1,0
"soepeler",0,1,0,0,0,1,1
"software",0,1,0,1,0,1,0
"sokkel",0,0,1,1,1,0,0
"solidariteitsmechanismen",0,1,0,0,2,0,0
"spaarbank",0,3,0,0,0,0,0
"spaarcenten",0,1,0,0,2,0,0
"spaarpolitiek",0,0,0,0,3,0,0
"spaarpotje",1,0,0,0,2,0,0
"spaarproducten",0,3,0,0,0,0,0
"spaartegoeden",0,1,0,0,0,2,0
"spanningsveld",2,1,0,0,0,0,0
"specificiteit",2,1,0,0,0,0,0
"speelbossen",0,2,0,0,0,1,0
"speelde",0,3,0,0,0,0,0
"speelplaatsen",0,1,0,0,0,2,0
"speerpuntsectoren",0,3,0,0,0,0,0
"spijzen",1,1,0,0,0,1,0
"spilfiguur",0,0,1,0,1,1,0
"spionage",0,0,1,1,1,0,0
"spoedig",1,0,0,0,0,2,0
"sportfederatie",2,1,0,0,0,0,0
"sporthal",0,1,0,0,0,2,0
"sportparticipatie",1,1,0,0,0,1,0
"sportveld",0,1,0,0,0,2,0
"sportvereniging",2,0,0,0,0,1,0
"sportwereld",0,2,0,0,0,1,0
"spreekwoordelijke",0,2,0,0,0,1,0
"staatsinkomsten",0,0,0,0,3,0,0
"staatstructuur",3,0,0,0,0,0,0
"staatsvorm",0,0,2,0,0,1,0
"stadia",1,1,0,0,0,1,0
"stadsbedrijven",0,0,0,0,3,0,0
"stadsbestuur",1,0,0,0,2,0,0
"stadscentrum",1,0,0,0,0,1,1
"stadswachten",0,1,1,0,1,0,0
"stadswijken",1,1,0,0,0,0,1
"stagiairs",2,1,0,0,0,0,0
"stakingen",0,1,1,0,1,0,0
"stapje",0,0,0,0,3,0,0
"stapsgewijze",0,1,0,1,1,0,0
"starterswoningen",3,0,0,0,0,0,0
"startpunt",0,2,0,0,0,1,0
"statistieken",1,0,0,0,1,1,0
"steek",1,0,0,0,0,2,0
"steelt",0,0,1,0,2,0,0
"stemde",0,2,0,0,1,0,0
"stemplicht",0,0,3,0,0,0,0
"stereotype",0,3,0,0,0,0,0
"sterfte",0,2,1,0,0,0,0
"steriele",1,0,0,0,0,2,0
"sterken",2,0,0,0,0,1,0
"stichting",1,1,0,0,0,1,0
"stigmatisering",0,2,0,0,0,1,0
"stikstofdioxide",0,0,0,0,3,0,0
"stimulering",2,0,0,0,0,1,0
"stippelen",0,1,2,0,0,0,0
"stipte",1,1,0,0,0,1,0
"stiptheidscijfers",2,0,0,0,0,1,0
"stofnaam",0,2,0,0,1,0,0
"stookolie",1,0,1,0,1,0,0
"stoornis",0,1,0,0,0,2,0
"storend",0,1,0,1,1,0,0
"storm",0,0,0,0,1,2,0
"stormen",0,1,0,0,2,0,0
"straathoekwerk",0,2,0,0,1,0,0
"strafprocedure",0,1,0,0,0,0,2
"strafwet",2,0,0,0,0,1,0
"strak",1,1,1,0,0,0,0
"straks",0,0,0,0,1,2,0
"strategienotas",0,1,2,0,0,0,0
"streekgewesten",0,3,0,0,0,0,0
"streekproducten",1,2,0,0,0,0,0
"stremt",0,3,0,0,0,0,0
"strijdt",0,1,0,0,0,2,0
"strikter",0,2,1,0,0,0,0
"stringente",0,1,1,0,0,1,0
"stroken",2,0,0,0,0,0,1
"stromingen",1,0,0,0,0,2,0
"stroomcertificaten",0,2,0,1,0,0,0
"stroomopwaarts",0,3,0,0,0,0,0
"structureren",0,1,1,0,0,1,0
"studentenarbeid",1,0,1,1,0,0,0
"studiebeurzen",0,2,0,0,1,0,0
"studiecentrum",1,1,1,0,0,0,0
"studiecommissie",0,0,0,0,3,0,0
"studiekosten",0,0,0,0,3,0,0
"studietoelage",1,2,0,0,0,0,0
"studievoortgang",0,0,2,0,0,1,0
"stuur",0,0,0,1,2,0,0
"stuwt",0,2,0,0,0,1,0
"subsidiekanalen",0,3,0,0,0,0,0
"subsidiestromen",1,1,1,0,0,0,0
"successie",1,0,0,1,1,0,0
"supplement",0,2,0,0,0,1,0
"symbolen",1,1,0,0,0,1,0
"symbolisch",0,0,0,2,1,0,0
"symbolische",0,0,0,0,1,2,0
"synergiën",0,2,0,0,0,1,0
"synthese",1,1,0,0,0,0,1
"syrische",0,3,0,0,0,0,0
"tégen",0,0,0,1,0,0,2
"taalaanbod",2,1,0,0,0,0,0
"taalcursussen",0,2,0,0,1,0,0
"taalgrens",0,1,2,0,0,0,0
"taalontwikkeling",1,1,0,0,0,1,0
"taalopleiding",1,2,0,0,0,0,0
"taalproblemen",0,2,0,0,0,1,0
"taaltest",0,1,2,0,0,0,0
"taalvaardigheid",0,3,0,0,0,0,0
"tandartsen",1,2,0,0,0,0,0
"tandje",1,2,0,0,0,0,0
"tankkaart",0,3,0,0,0,0,0
"tariefformules",0,2,0,0,0,1,0
"teamvorming",3,0,0,0,0,0,0
"tec",0,1,0,0,1,1,0
"tegengesteld",0,1,1,0,0,1,0
"tegenmacht",1,0,0,0,2,0,0
"tekens",0,2,0,0,0,1,0
"tekent",0,2,1,0,0,0,0
"telers",0,3,0,0,0,0,0
"televisieomroepen",3,0,0,0,0,0,0
"teloorgang",1,1,0,0,1,0,0
"terneuzen",2,0,1,0,0,0,0
"terreinkennis",0,1,0,0,0,2,0
"territoriaal",1,1,0,0,0,0,1
"territoriale",1,1,0,0,1,0,0
"terroristische",1,1,0,0,0,0,1
"teruggedraaid",0,0,0,0,3,0,0
"teruggeven",2,0,0,0,1,0,0
"terugkeercijfers",0,0,2,0,0,0,1
"terugkeertraject",0,1,0,1,0,1,0
"terugkeerwoningen",1,2,0,0,0,0,0
"terugkoppeling",0,2,0,1,0,0,0
"terugname",0,1,2,0,0,0,0
"terugvloeien",0,1,1,0,0,1,0
"terugvorderen",0,1,0,0,0,2,0
"teweegbrengen",1,2,0,0,0,0,0
"tewerkstellingssubsidies",0,0,0,0,2,1,0
"thuishoren",0,0,0,0,1,2,0
"thuisomgeving",0,0,2,0,0,1,0
"thuissituatie",0,0,0,0,0,3,0
"thuiswerk",0,0,1,0,1,1,0
"thuiszorgdiensten",0,1,0,0,0,2,0
"thuiszorgequipes",1,0,0,0,0,2,0
"ticketintegratie",3,0,0,0,0,0,0
"tij",1,0,0,0,0,1,1
"tijdje",1,0,0,0,0,2,0
"tijdperk",0,1,0,1,0,1,0
"tijdrovende",2,0,0,0,0,1,0
"tijdspad",1,2,0,0,0,0,0
"tijdverlies",0,1,0,1,0,1,0
"til",1,2,0,0,0,0,0
"time",1,0,0,0,0,2,0
"tob",0,3,0,0,0,0,0
"toegangspoorten",1,0,1,0,1,0,0
"toegepaste",0,1,1,0,1,0,0
"toegestaan",0,3,0,0,0,0,0
"toegeven",0,0,0,1,0,2,0
"toelegt",0,2,1,0,0,0,0
"toeroepen",1,0,0,0,0,1,1
"toespitsen",0,2,0,0,0,1,0
"toestaan",0,2,1,0,0,0,0
"toestanden",0,0,0,0,1,2,0
"toestel",0,2,0,0,1,0,0
"toetsing",1,1,1,0,0,0,0
"toeval",1,0,0,0,1,1,0
"toevoer",2,0,1,0,0,0,0
"tolk",0,1,1,0,0,1,0
"topfuncties",0,2,0,0,0,0,1
"topleerkrachten",0,0,0,0,0,3,0
"toppers",2,1,0,0,0,0,0
"toptalent",1,1,1,0,0,0,0
"totaalbeeld",0,0,2,0,0,1,0
"totaalpakket",3,0,0,0,0,0,0
"traceerbaarheid",1,2,0,0,0,0,0
"tradities",0,1,2,0,0,0,0
"trager",0,2,0,0,1,0,0
"tramlijnen",0,1,0,1,0,0,1
"transactiekosten",1,0,0,0,1,1,0
"transatlantisch",0,1,0,0,2,0,0
"transfer",0,0,1,1,1,0,0
"transnationale",0,1,0,0,1,1,0
"transportinfrastructuur",0,1,0,0,0,2,0
"transportplan",0,0,0,0,0,3,0
"transportsystemen",1,0,0,0,0,2,0
"trekker",2,0,0,0,0,1,0
"tribunalen",0,3,0,0,0,0,0
"troepen",0,0,1,0,2,0,0
"trojka",0,0,0,0,3,0,0
"tsunami",0,0,0,0,2,1,0
"tuinieren",1,1,0,0,0,1,0
"tussenbeide",1,0,2,0,0,0,0
"tussenkomsten",1,1,0,0,0,1,0
"twaalfde",0,0,0,0,1,2,0
"tweejaarlijkse",1,0,0,0,0,2,0
"tweepersoonskamers",0,2,0,0,1,0,0
"tweetaligheid",0,0,1,0,2,0,0
"typische",0,1,1,0,0,0,1
"uitbannen",0,1,0,0,2,0,0
"uitbetaalde",0,0,2,0,1,0,0
"uitbetalen",0,2,0,0,0,0,1
"uitbreidingen",1,0,0,0,0,2,0
"uitbuiten",1,0,0,0,2,0,0
"uitdagend",1,1,0,0,0,1,0
"uitdrukkelijke",0,1,1,1,0,0,0
"uitdrukking",0,0,0,0,2,1,0
"uiteengezet",0,1,0,0,0,2,0
"uiteindelijke",0,1,0,1,0,0,1
"uiten",1,0,0,1,0,1,0
"uitermate",1,0,0,1,0,1,0
"uiterste",0,2,1,0,0,0,0
"uitgaansleven",0,0,0,0,0,2,1
"uitgedacht",1,1,0,0,1,0,0
"uitgeprocedeerde",1,1,1,0,0,0,0
"uitgestippeld",0,1,2,0,0,0,0
"uitgetekend",0,3,0,0,0,0,0
"uitgezet",1,1,0,0,0,1,0
"uitgezonderd",0,2,1,0,0,0,0
"uithuisplaatsing",2,0,0,0,0,1,0
"uitingen",0,0,0,0,0,3,0
"uitkomt",1,0,0,0,2,0,0
"uitsluitingsmechanismen",0,0,0,0,2,1,0
"uitstippelen",0,3,0,0,0,0,0
"uitstootvermindering",0,3,0,0,0,0,0
"uitvaardigen",0,2,0,0,1,0,0
"uitzetting",0,1,1,0,0,1,0
"uitzicht",1,0,1,1,0,0,0
"uitzonderingsregimes",1,1,0,0,0,1,0
"unanimiteit",0,2,0,0,1,0,0
"unanimiteitsregel",0,0,0,0,0,3,0
"universitair",0,0,0,0,2,1,0
"urban",1,1,0,0,0,1,0
"uurrooster",0,2,0,0,0,1,0
"vaatziekten",0,2,0,0,1,0,0
"vaccinatie",1,1,0,0,0,1,0
"vader",0,2,0,0,0,1,0
"vakbondswerking",0,2,0,0,0,1,0
"vakorganisaties",2,0,0,0,0,1,0
"vangst",1,2,0,0,0,0,0
"variabele",1,1,0,1,0,0,0
"varieert",0,0,0,0,0,3,0
"vastgoed",0,3,0,0,0,0,0
"vastzitten",0,0,1,0,2,0,0
"veelzijdige",0,2,1,0,0,0,0
"veerkrachtig",2,1,0,0,0,0,0
"veiligheidsgevoel",0,1,0,0,0,2,0
"veiligheidszones",1,2,0,0,0,0,0
"veiligstellen",1,0,0,0,0,0,2
"veraf",1,0,0,0,1,1,0
"verarmen",0,1,0,0,1,1,0
"verarming",0,1,0,0,1,1,0
"verbindende",0,1,0,0,0,2,0
"verbintenis",2,0,0,0,1,0,0
"verblijfspapieren",0,1,1,0,0,1,0
"verblijfsprocedure",0,3,0,0,0,0,0
"verbouwingen",0,2,1,0,0,0,0
"verbruikt",0,1,0,0,1,1,0
"verbruikte",1,0,0,0,0,2,0
"verdachten",1,0,0,0,1,0,1
"verdeelsleutel",0,2,1,0,0,0,0
"verdergaande",0,2,0,0,0,1,0
"verdiende",1,1,0,1,0,0,0
"verdoving",0,2,0,0,0,1,0
"verdraagzaamheid",1,1,0,0,1,0,0
"verdragswijziging",0,3,0,0,0,0,0
"verduidelijken",1,1,1,0,0,0,0
"vereenvoudigt",0,0,1,1,0,1,0
"vergaren",0,0,1,0,0,1,1
"vergeet",0,1,1,0,0,1,0
"vergelijkend",2,0,1,0,0,0,0
"vergelijkende",1,0,0,0,1,1,0
"vergisting",2,1,0,0,0,0,0
"vergoedingsregels",0,3,0,0,0,0,0
"vergrijp",0,1,1,0,0,0,1
"vergrijpen",0,1,0,0,0,0,2
"vergroting",2,0,0,0,0,1,0
"verhandeld",0,3,0,0,0,0,0
"verhinderd",0,1,0,1,1,0,0
"verhoogden",0,0,0,1,1,1,0
"verkavelen",0,2,0,1,0,0,0
"verkeersbelastingen",0,2,1,0,0,0,0
"verkeersborden",1,1,0,0,0,1,0
"verkeersdeelnemers",0,3,0,0,0,0,0
"verkeersfiscaliteit",1,1,1,0,0,0,0
"verkeersonveiligheid",0,2,0,0,0,1,0
"verkeersovertreders",1,2,0,0,0,0,0
"verkeerssysteem",0,1,2,0,0,0,0
"verkeersveiligheidsfonds",0,0,2,0,0,1,0
"verkeersveiligheidsplan",0,1,0,0,0,2,0
"verkeerswegen",0,3,0,0,0,0,0
"verkennen",2,1,0,0,0,0,0
"verklaren",0,3,0,0,0,0,0
"verkrotting",1,0,0,0,0,2,0
"verlagingen",0,1,0,0,1,1,0
"verleende",0,3,0,0,0,0,0
"verliesuren",2,0,0,1,0,0,0
"verlofstelsels",3,0,0,0,0,0,0
"vermarkt",3,0,0,0,0,0,0
"vermelde",1,1,1,0,0,0,0
"vermijdbaar",0,0,0,0,0,3,0
"vermijdbare",0,2,0,0,0,1,0
"verminderingen",0,0,1,0,1,1,0
"vermogensrecht",3,0,0,0,0,0,0
"vernauwen",0,2,0,0,0,1,0
"vernederende",0,3,0,0,0,0,0
"vernietigd",1,0,1,0,1,0,0
"vernieuwbouw",0,1,2,0,0,0,0
"vernieuwend",0,0,1,0,0,1,1
"veronderstellen",2,0,0,0,1,0,0
"veroordelingen",0,2,0,0,0,0,1
"veroorzaker",1,2,0,0,0,0,0
